-1.258753,0.9305149,0.01412868,0.7461134,0.140478,0.01953672
-1.258753,0.9305149,0.01412868,0.7461134,0.140478,0.01953672
-1.252546,0.9382601,0.0630486,0.7672157,0.1362199,0.01837031
-1.252546,0.9382601,0.0630486,0.7672157,0.1362199,0.01837031
-1.2502,0.9361975,0.06683937,0.6954327,0.1906257,0.03597477
-1.2502,0.9361975,0.06683937,0.6954327,0.1906257,0.03597477
-1.248985,0.9353601,0.07241768,0.6923347,0.1490452,0.02199233
-1.248985,0.9353601,0.07241768,0.6923347,0.1490452,0.02199233
-1.249544,0.9347385,0.07923549,0.6849295,0.05686441,0.003201226
-1.249544,0.9347385,0.07923549,0.6849295,0.05686441,0.003201226
-1.188734,0.8823412,0.1229831,0.4211512,0.4772883,0.2255261
-1.188734,0.8823412,0.1229831,0.4211512,0.4772883,0.2255261
-1.187754,0.8853644,0.1266393,0.4177626,0.4654888,0.214513
-1.187754,0.8853644,0.1266393,0.4177626,0.4654888,0.214513
-1.198251,0.8965548,0.1551846,0.6040029,0.1228674,0.01494543
-1.198251,0.8965548,0.1551846,0.6040029,0.1228674,0.01494543
-1.203234,0.8963447,0.163259,0.5958319,0.0725342,0.005208598
-1.203234,0.8963447,0.163259,0.5958319,0.0725342,0.005208598
-1.181414,0.888442,0.4241217,0.2193276,0.4269032,0.1804239
-1.181414,0.888442,0.4241217,0.2193276,0.4269032,0.1804239
-1.17432,0.8844134,0.4299035,0.1851765,0.4692733,0.2180153
-1.17432,0.8844134,0.4299035,0.1851765,0.4692733,0.2180153
-1.167737,0.8799674,0.433451,0.1601835,0.5355132,0.2839066
-1.167737,0.8799674,0.433451,0.1601835,0.5355132,0.2839066
-1.161831,0.877359,0.4396147,0.1415121,0.549917,0.2993847
-1.161831,0.877359,0.4396147,0.1415121,0.549917,0.2993847
-1.156372,0.8748877,0.4456281,0.1316878,0.5891736,0.3436543
-1.156372,0.8748877,0.4456281,0.1316878,0.5891736,0.3436543
-1.151367,0.8726204,0.4510775,0.1219737,0.6105325,0.3690225
-1.151367,0.8726204,0.4510775,0.1219737,0.6105325,0.3690225
-1.146439,0.8709845,0.4551613,0.1119036,0.6411971,0.4070224
-1.146439,0.8709845,0.4551613,0.1119036,0.6411971,0.4070224
-1.141612,0.8700653,0.4589081,0.104382,0.673067,0.448489
-1.141612,0.8700653,0.4589081,0.104382,0.673067,0.448489
-1.137057,0.8699352,0.4623696,0.1005846,0.685072,0.4646304
-1.137057,0.8699352,0.4623696,0.1005846,0.685072,0.4646304
-1.132863,0.8703285,0.4656394,0.09919838,0.6983353,0.4827955
-1.132863,0.8703285,0.4656394,0.09919838,0.6983353,0.4827955
-1.110337,0.8741669,0.4803795,0.1042925,0.6887328,0.4696093
-1.110337,0.8741669,0.4803795,0.1042925,0.6887328,0.4696093
-1.106518,0.873812,0.4823569,0.1029441,0.7016366,0.4873709
-1.106518,0.873812,0.4823569,0.1029441,0.7016366,0.4873709
-1.10377,0.8732474,0.4845775,0.1024728,0.7269163,0.5231233
-1.10377,0.8732474,0.4845775,0.1024728,0.7269163,0.5231233
-1.101275,0.8717281,0.4867404,0.1014366,0.7761582,0.5963973
-1.101275,0.8717281,0.4867404,0.1014366,0.7761582,0.5963973
-1.099546,0.8704587,0.4903453,0.09640092,0.7944435,0.6248291
-1.099546,0.8704587,0.4903453,0.09640092,0.7944435,0.6248291
-1.097574,0.8690308,0.4927361,0.09262405,0.7395775,0.541505
-1.097574,0.8690308,0.4927361,0.09262405,0.7395775,0.541505
-1.095538,0.8674475,0.4942698,0.08848479,0.8034959,0.6391496
-1.095538,0.8674475,0.4942698,0.08848479,0.8034959,0.6391496
-1.093447,0.8661469,0.4958927,0.08410639,0.8241272,0.6723937
-1.093447,0.8661469,0.4958927,0.08410639,0.8241272,0.6723937
-1.091228,0.8652262,0.4963349,0.08067942,0.8241894,0.6724952
-1.091228,0.8652262,0.4963349,0.08067942,0.8241894,0.6724952
-1.091228,0.8652262,0.4963349,0.08067942,0.8241894,0.6724952
-1.089149,0.8644962,0.4971793,0.07865988,0.8336106,0.6879575
-1.08885,0.8642305,0.4962464,0.07778616,0.8197772,0.6653143
-1.08885,0.8642305,0.4962464,0.07778616,0.8197772,0.6653143
-1.099274,0.8620668,0.4999036,0.07568072,0.9101144,0.8200251
-1.099274,0.8620668,0.4999036,0.07568072,0.9101144,0.8200251
-1.120332,0.8694458,0.5055655,0.001276801,-140124.2,1.943843E+10
-1.120332,0.8694458,0.5055655,0.001276801,-140124.2,1.943843E+10
-1.122832,0.8740916,0.4897956,0.001277462,-1.35547E+10,1.818926E+20
-1.122832,0.8740916,0.4897956,0.001277462,-1.35547E+10,1.818926E+20
-1.125837,0.8762813,0.4829714,0.00127673,-6.089182E+11,3.670735E+23
-1.125837,0.8762813,0.4829714,0.00127673,-6.089182E+11,3.670735E+23
-1.131663,0.8835067,0.4619933,0.001276767,-1.242789E+15,1.529078E+30
-1.131663,0.8835067,0.4619933,0.001276767,-1.242789E+15,1.529078E+30
-1.142431,0.8957292,0.4135561,0.001277609,-1.098433E+20,Infinity
-1.142431,0.8957292,0.4135561,0.001277609,-1.098433E+20,Infinity
-1.1506,0.908095,0.3431464,0.001276487,-1.039089E+25,Infinity
-1.1506,0.908095,0.3431464,0.001276487,-1.039089E+25,Infinity
-1.153885,0.9177626,0.2875508,0.00127679,-2.05333E+28,Infinity
-1.153885,0.9177626,0.2875508,0.00127679,-2.05333E+28,Infinity
-1.155057,0.9278991,0.2274108,0.001276947,-4.144417E+31,Infinity
-1.155057,0.9278991,0.2274108,0.001276947,-4.144417E+31,Infinity
-1.158017,0.9358978,0.1674443,0.00127617,-8.537245E+34,Infinity
-1.158017,0.9358978,0.1674443,0.00127617,-8.537245E+34,Infinity
-1.158298,0.9460981,0.1087185,0.0012774,-1.757976E+38,Infinity
-1.158298,0.9460981,0.1087185,0.0012774,-1.757976E+38,Infinity
-1.159049,0.9501565,0.08086133,0.001276413,-Infinity,Infinity
-1.159049,0.9501565,0.08086133,0.001276413,-Infinity,Infinity
-1.164787,0.9615472,0.007218182,0.001277085,-Infinity,Infinity
-1.164787,0.9615472,0.007218182,0.001277085,-Infinity,Infinity
-1.167488,0.9715188,-0.03563005,0.00127707,-Infinity,Infinity
-1.167488,0.9715188,-0.03563005,0.00127707,-Infinity,Infinity
-1.170608,0.9806634,-0.07295758,0.001275657,-Infinity,Infinity
-1.170608,0.9806634,-0.07295758,0.001275657,-Infinity,Infinity
-1.173696,0.9868397,-0.1012813,0.001277376,-Infinity,Infinity
