-0.1741923,0.9286055,0.3260289,0.3433512,0.5877311,0.3419736
-0.1643032,0.9361236,0.3394292,0.3775963,0.6196978,0.3801851
-0.1645629,0.9355934,0.3390862,0.3773334,0.6157855,0.3753998
-0.1646878,0.9348777,0.3388302,0.3772265,0.6018006,0.3585423
-0.1647761,0.934029,0.338588,0.3771742,0.6126873,0.3716319
-0.1649339,0.9330294,0.3383419,0.3769528,0.6161874,0.37589
-0.1649747,0.9318119,0.3380595,0.3762639,0.6106113,0.3691177
-0.1651449,0.930773,0.3375134,0.3744133,0.6224537,0.3835742
-0.1651449,0.930773,0.3375134,0.3744133,0.6224537,0.3835742
-0.1655211,0.9295774,0.3361678,0.3719994,0.6195669,0.3800245
-0.165765,0.9293154,0.3353857,0.3669438,0.601684,0.3584034
-0.1660607,0.9294444,0.3346016,0.3612292,0.625977,0.3879288
-0.1667972,0.9284835,0.3319404,0.3559225,0.6116507,0.3703754
-0.1670852,0.9276679,0.330756,0.3512873,0.617376,0.3773416
-0.1674309,0.9268584,0.3295073,0.3468248,0.6318358,0.3952243
-0.1677113,0.9259994,0.3283768,0.3426411,0.6280224,0.390468
-0.1679987,0.925409,0.3273509,0.3388682,0.6370261,0.4017443
-0.1681644,0.9249833,0.3264209,0.3353653,0.6412122,0.4070416
-0.1683876,0.9244495,0.3254743,0.3318706,0.6557277,0.4256791
-0.1691741,0.924283,0.3245862,0.3281083,0.6537728,0.4231446
-0.169856,0.9239375,0.3238003,0.3198427,0.666366,0.4396032
-0.1704646,0.92355,0.3230911,0.3152328,0.6537511,0.4231167
-0.1707503,0.9232231,0.322632,0.3117107,0.6593607,0.430409
-0.1709153,0.9228577,0.3224352,0.3109727,0.6644139,0.4370314
-0.1710755,0.9224863,0.3222353,0.3087561,0.678001,0.4550885
-0.1712545,0.9220623,0.3220802,0.3069115,0.6808226,0.4588841
-0.1715298,0.9215208,0.3219009,0.3055534,0.6815053,0.4598049
-0.1717135,0.9209969,0.3218318,0.3047057,0.6809953,0.459117
-0.1718679,0.9206932,0.3217267,0.3038056,0.6906297,0.4721996
-0.1719055,0.9202057,0.3216606,0.3035467,0.6876066,0.4680749
-0.1719426,0.9197402,0.3215464,0.3035228,0.6935834,0.4762474
-0.1719438,0.9192957,0.3215136,0.3033274,0.6937039,0.4764129
-0.1721833,0.9223449,0.3229003,0.3092662,0.6846057,0.463998
-0.1723407,0.9224737,0.3229589,0.3092397,0.6850332,0.4645778
-0.1730305,0.9231357,0.3234864,0.3108351,0.6875772,0.4680349
-0.1731344,0.9231902,0.323511,0.3108208,0.6867736,0.4669414
-0.1691189,0.9239568,0.3275523,0.3360999,0.646288,0.4135113
-0.1684959,0.9254367,0.3280348,0.3411654,0.6582595,0.4289724
-0.1693437,0.9251598,0.3284048,0.3430332,0.6554692,0.4253435
-0.1695523,0.9251328,0.3283806,0.3428488,0.6564356,0.4265986
-0.1696818,0.9250377,0.3284129,0.3427962,0.6554009,0.4252549
-0.1698561,0.9251577,0.3283524,0.3427476,0.6546107,0.42423
-0.1699767,0.9252077,0.3283075,0.342731,0.647602,0.4151945
-0.1701305,0.9254225,0.328154,0.342662,0.6530323,0.4221867
-0.1703205,0.9255078,0.3281082,0.3425908,0.6422048,0.4083028
-0.1705472,0.9257863,0.3280437,0.342567,0.6507381,0.4192255
-0.1710545,0.9261555,0.3277495,0.3423347,0.6386217,0.4037593
-0.1711848,0.9262892,0.3276354,0.3421758,0.6446488,0.4114164
-0.1713336,0.9263553,0.3275226,0.3420895,0.6470452,0.4144808
-0.1715258,0.9264348,0.3274239,0.3420606,0.6524388,0.4214197
-0.1717467,0.9265472,0.3269591,0.3422912,0.6573853,0.4278339
-0.1717716,0.9264923,0.3266563,0.3421191,0.6512285,0.4198576
-0.1717641,0.9264531,0.3263662,0.3417659,0.6563289,0.4264599
-0.1717788,0.9262692,0.3260848,0.3412765,0.6581367,0.4288125
-0.1718163,0.9262201,0.3258124,0.340826,0.6579636,0.4285869
-0.171877,0.9260785,0.3256193,0.3404231,0.656348,0.4264848
-0.1718918,0.9257681,0.3255238,0.340171,0.6553037,0.4251286
-0.171944,0.9256231,0.3254486,0.3400975,0.6586942,0.4295393
-0.1717495,0.924875,0.3251527,0.3398199,0.6509849,0.4195435
-0.1716352,0.9244351,0.3250533,0.3395002,0.6538754,0.4232775
-0.1716238,0.9241154,0.3249618,0.3394037,0.6516511,0.4204027
-0.1635234,0.9206861,0.3427863,0.3924153,0.5511197,0.3006956
-0.1636157,0.9212853,0.3429229,0.3922167,0.5588141,0.3091505
-0.163758,0.9218629,0.3429576,0.3913248,0.5574945,0.3076921
-0.1637594,0.9219589,0.3429708,0.389916,0.5675669,0.3189109
-0.1637489,0.9222103,0.342832,0.3874711,0.6042133,0.361423
-0.1637666,0.9223332,0.3427178,0.3841606,0.5961238,0.35181
-0.1639685,0.9224744,0.3424829,0.3804919,0.6093267,0.3675663
-0.1642758,0.9227832,0.3423955,0.3774534,0.611921,0.3707028
-0.1646413,0.9233227,0.3424833,0.3757554,0.598251,0.3543252
-0.1650942,0.924138,0.3428357,0.3755327,0.5806807,0.3338181
-0.1804005,0.9423876,0.3595196,0.485646,0.4048293,0.1622479
-0.179415,0.942395,0.3538568,0.4626316,0.4439478,0.1951187
-0.17896,0.9421878,0.3494567,0.4410199,0.470869,0.2195005
-0.1788694,0.9422873,0.3455002,0.4228528,0.5426804,0.291557
-0.1789871,0.9423291,0.3425353,0.4080525,0.5834305,0.3369873
-0.1790888,0.9427072,0.3402502,0.3977058,0.5989856,0.3551959
-0.1794406,0.9429308,0.3390351,0.3907924,0.5810962,0.3342961
-0.1799503,0.9429356,0.3389165,0.388341,0.5939842,0.3492891
-0.2088361,0.9292341,0.3160419,0.5009413,0.440901,0.1924497
-0.2082336,0.9260656,0.3146225,0.4941829,0.5040503,0.2515261
-0.2066722,0.9216964,0.3137685,0.4875895,0.4650787,0.2141352
-0.2044466,0.916033,0.3128601,0.4762097,0.4078896,0.1647102
-0.2029127,0.9109844,0.3112415,0.4559273,0.3562695,0.1256587
-0.2021547,0.9066148,0.3091125,0.4363417,0.4452113,0.1962309
-0.2016856,0.9021261,0.307391,0.4204069,0.5149643,0.2625364
-0.2009424,0.8964207,0.3062418,0.4079222,0.5585051,0.3088086
-0.2002856,0.8922939,0.3057394,0.4012448,0.5400108,0.2886955
-0.1997685,0.8886436,0.3056402,0.3985877,0.5503635,0.299871
-0.1995496,0.874965,0.3103793,0.4130617,0.5066106,0.2540877
-0.2017371,0.8734426,0.3281634,0.486669,0.4843674,0.2322657
-0.201762,0.8740554,0.3283196,0.4851708,0.493315,0.2409261
-0.2018776,0.874831,0.3281708,0.4840276,0.470255,0.2189284
-0.2020643,0.875911,0.3277497,0.482998,0.4482227,0.1988946
-0.2464384,0.9153741,0.2760839,0.2999867,0.6340704,0.3980248
-0.2432205,0.9093023,0.2760279,0.3053297,0.6363593,0.4009036
-0.2432205,0.9093023,0.2760279,0.3053297,0.6363593,0.4009036
-0.2428414,0.9076488,0.2749261,0.3039314,0.6827141,0.4614376
-0.2426757,0.9065071,0.2737915,0.2988011,0.6766002,0.4532099
-0.2426423,0.9054381,0.2730403,0.2947501,0.6930317,0.4754901
