-0.01420655,1.997758,0.2631948,0.05409122,-1.075761,0.2208948,0.1080865,14.34099,-0.005404323
-0.02752868,1.997758,0.2614525,0.05409122,-1.076622,0.2208948,0.1080865,27.80366,-0.005404323
-0.04085729,1.997758,0.2597108,0.05409122,-1.077476,0.2208948,0.1080865,41.27254,-0.005404323
-0.0541859,1.997758,0.2579691,0.05409122,-1.078329,0.2208948,0.1080865,54.74149,-0.005404323
-0.06751451,1.997758,0.2562273,0.05409122,-1.079183,0.2208948,0.1080865,68.21046,-0.005404323
-0.08084312,80.84312,0.2544856,10.51441,-1.080037,5.036712,3.707583,81.67944,-0.1853791
-0.09271437,80.84312,0.2529339,10.51441,-1.0808,5.036712,3.707583,93.67595,-0.1853791
-0.1045856,80.84312,0.2513822,10.51441,-1.081563,5.036712,3.707583,105.6725,-0.1853791
-0.1150073,80.84312,0.251041,10.51441,-1.082233,5.036712,3.707583,116.0769,-0.1853791
-0.125102,80.84312,0.2509727,10.51441,-1.082882,5.036712,3.707583,126.1325,-0.1853791
-0.1351314,135.1314,0.2509591,14.04089,-1.083527,8.526683,5.567915,136.1262,-0.2783957
-0.1429202,135.1314,0.2511734,14.04089,-1.08403,8.526683,5.567915,143.8711,-0.2783957
-0.150709,135.1314,0.2513877,14.04089,-1.084533,8.526683,5.567915,151.6225,-0.2783957
-0.1584979,135.1314,0.251602,14.04089,-1.085036,8.526683,5.567915,159.3794,-0.2783957
-0.1662867,135.1314,0.2518163,14.04089,-1.085539,8.526683,5.567915,167.1411,-0.2783957
-0.1740755,174.0755,0.2520306,12.96935,-1.086043,11.04259,6.853946,174.9069,-0.3426973
-0.1790313,174.0755,0.252445,12.96935,-1.086366,11.04259,6.853946,179.8305,-0.3426973
-0.1839871,174.0755,0.2528593,12.96935,-1.086689,11.04259,6.853946,184.7574,-0.3426973
-0.1889429,174.0755,0.2532736,12.96935,-1.087013,11.04259,6.853946,189.6872,-0.3426973
-0.1938987,193.8987,0.2536879,11.3121,-1.087336,12.33578,7.374865,194.6197,-0.3687433
-0.1957666,193.8987,0.2542748,11.3121,-1.087463,12.33578,7.374865,196.4559,-0.3687433
-0.1976346,193.8987,0.2548618,11.3121,-1.08759,12.33578,7.374865,198.2945,-0.3687433
-0.1995025,193.8987,0.2554488,11.3121,-1.087716,12.33578,7.374865,200.1354,-0.3687433
-0.2013704,193.8987,0.2560357,11.3121,-1.087843,12.33578,7.374865,201.9786,-0.3687433
-0.2032384,203.2384,0.2566227,8.377314,-1.08797,12.96997,7.538725,203.824,-0.3769363
-0.2019006,203.2384,0.2573332,8.377314,-1.087892,12.96997,7.538725,202.457,-0.3769363
-0.2005629,203.2384,0.2580436,8.377314,-1.087814,12.96997,7.538725,201.0921,-0.3769363
-0.1992251,203.2384,0.2587541,8.377314,-1.087736,12.96997,7.538725,199.7295,-0.3769363
