-0.007404664,7.404664,0.2624088,2.591223,-1.082214,7.213473,0.6635689,10.65728
-0.0143995,7.404664,0.2614453,2.591223,-1.087238,7.213473,0.6635689,19.22868
-0.02204571,7.404664,0.2610061,2.591223,-1.091822,7.213473,0.6635689,28.01684
-0.02956216,7.404664,0.2604085,2.591223,-1.096623,7.213473,0.6635689,36.91256
-0.0370786,7.404664,0.2598108,2.591223,-1.101423,7.213473,0.6635689,45.825
-0.04459505,7.404664,0.2592132,2.591223,-1.106224,7.213473,0.6635689,54.74598
-0.0521115,52.1115,0.2586156,6.384402,-1.111024,36.02421,3.536131,63.67192
-0.06043231,52.1115,0.2579957,6.384402,-1.116692,36.02421,3.536131,73.75181
-0.06881416,52.1115,0.2573518,6.384402,-1.122393,36.02421,3.536131,83.90484
-0.077196,52.1115,0.2567078,6.384402,-1.128095,36.02421,3.536131,94.05888
-0.08557785,52.1115,0.2560638,6.384402,-1.133797,36.02421,3.536131,104.2136
-0.09395969,52.1115,0.2554199,6.384402,-1.139498,36.02421,3.536131,114.3689
-0.1023415,52.1115,0.2547759,6.384402,-1.1452,36.02421,3.536131,124.5246
-0.1107234,110.7234,0.2541319,10.86807,-1.150902,75.90175,6.976287,134.6806
-0.1172703,110.7234,0.2536659,10.86807,-1.155346,75.90175,6.976287,142.6053
-0.1238172,110.7234,0.2531999,10.86807,-1.15979,75.90175,6.976287,150.5302
-0.1303641,110.7234,0.2527339,10.86807,-1.164235,75.90175,6.976287,158.4552
-0.136911,110.7234,0.2522678,10.86807,-1.168679,75.90175,6.976287,166.3804
-0.1434579,143.4579,0.2518018,13.19817,-1.173123,98.12296,8.81431,174.3057
-0.1476772,143.4579,0.2515482,13.19817,-1.175976,98.12296,8.81431,179.4033
-0.1518964,143.4579,0.2512946,13.19817,-1.178828,98.12296,8.81431,184.501
-0.1561156,143.4579,0.2510411,13.19817,-1.181681,98.12296,8.81431,189.5988
-0.1601506,143.4579,0.2509728,13.19817,-1.184409,98.12296,8.81431,194.4614
-0.1641313,164.1313,0.2509591,14.04086,-1.1871,112.1001,9.882704,199.2553
-0.165491,164.1313,0.2511674,14.04086,-1.188002,112.1001,9.882704,200.8681
-0.1668508,164.1313,0.2513756,14.04086,-1.188903,112.1001,9.882704,202.4815
-0.1682105,164.1313,0.2515839,14.04086,-1.189805,112.1001,9.882704,204.0954
-0.1695702,164.1313,0.2517922,14.04086,-1.190706,112.1001,9.882704,205.7097
-0.17093,164.1313,0.2520004,14.04086,-1.191608,112.1001,9.882704,207.3246
-0.1722897,172.2897,0.2522087,12.79131,-1.19251,117.5096,10.1677,208.9399
-0.170933,172.2897,0.2526143,12.79131,-1.191559,117.5096,10.1677,207.2617
-0.1695762,172.2897,0.2530199,12.79131,-1.190608,117.5096,10.1677,205.5841
-0.1682195,172.2897,0.2534255,12.79131,-1.189657,117.5096,10.1677,203.9069
-0.1668628,172.2897,0.2538311,12.79131,-1.188706,117.5096,10.1677,202.2302
-0.165506,165.506,0.2542367,10.76326,-1.187756,112.7555,9.577836,200.554
-0.1615758,165.506,0.2548057,10.76326,-1.185052,112.7555,9.577836,195.7602
-0.1587261,165.506,0.254974,10.76326,-1.183119,112.7555,9.577836,192.313
-0.15752,165.506,0.2545065,10.76326,-1.182257,112.7555,9.577836,190.8576
-0.1575753,157.5753,0.2536434,11.35656,-1.182189,107.1892,9.151967,190.9148
-0.1609265,157.5753,0.2514932,11.35656,-1.183578,107.1892,9.151967,194.5996
-0.1639309,157.5753,0.2510632,11.35656,-1.1849,107.1892,9.151967,197.8524
-0.1674289,157.5753,0.2511054,11.35656,-1.186297,107.1892,9.151967,201.5255
-0.1707322,157.5753,0.2511472,11.35656,-1.187636,107.1892,9.151967,205.0082
-0.1740355,174.0355,0.251189,13.81099,-1.188976,113.976,10.21966,208.4937
-0.1774904,174.0355,0.2510024,13.81099,-1.190356,113.976,10.21966,212.1455
-0.1814482,174.0355,0.250965,13.81099,-1.191977,113.976,10.21966,216.3424
-0.1853244,174.0355,0.2509576,13.81099,-1.193541,113.976,10.21966,220.441
-0.189194,174.0355,0.2509561,13.81099,-1.195102,113.976,10.21966,224.5351
-0.1930623,193.0623,0.2509558,14.0442,-1.196662,121.662,11.12923,228.6306
-0.1946015,193.0623,0.2509557,14.0442,-1.196934,121.662,11.12923,230.0757
-0.1961637,193.0623,0.2509557,14.0442,-1.19724,121.662,11.12923,231.5601
-0.197726,193.0623,0.2509557,14.0442,-1.197546,121.662,11.12923,233.046
-0.1992882,193.0623,0.2509557,14.0442,-1.197853,121.662,11.12923,234.5332
-0.2008504,200.8504,0.2509557,14.04428,-1.198159,123.1592,11.33791,236.0219
-0.1992495,200.8504,0.2511756,14.04428,-1.196534,123.1592,11.33791,233.7989
-0.1978152,200.8504,0.2513215,14.04428,-1.195172,123.1592,11.33791,231.8603
-0.1971032,200.8504,0.2511512,14.04428,-1.19445,123.1592,11.33791,230.8889
-0.1971043,200.8504,0.2509948,14.04428,-1.194449,123.1592,11.33791,230.8988
-0.1971246,197.1246,0.2509635,14.03648,-1.194459,119.4587,10.99857,230.9231
-0.195888,197.1246,0.2509573,14.03648,-1.193707,119.4587,10.99857,229.4794
-0.1958938,197.1246,0.250956,14.03648,-1.19371,119.4587,10.99857,229.4858
-0.1963838,197.1246,0.2509558,14.03648,-1.193956,119.4587,10.99857,230.031
-0.1971905,197.1246,0.2509557,14.03648,-1.194391,119.4587,10.99857,230.9446
-0.1979454,197.9454,0.2509557,14.04428,-1.19483,119.8299,11.08779,231.8164
-0.1959934,197.9454,0.25121,14.04428,-1.193709,119.8299,11.08779,229.5549
-0.1948714,194.8714,0.2511803,13.81966,-1.193241,118.2408,10.81371,228.3566
-0.1921559,194.8714,0.2510006,13.81966,-1.191907,118.2408,10.81371,225.3599
-0.1916507,194.8714,0.2509647,13.81966,-1.191659,118.2408,10.81371,224.8027
-0.1916829,191.6829,0.2509575,14.0425,-1.191676,116.6756,10.72417,224.8394
-0.1898874,191.6829,0.2509561,14.0425,-1.190606,116.6756,10.72417,222.7537
-0.1895958,191.6829,0.2509558,14.0425,-1.19044,116.6756,10.72417,222.4188
-0.18973,191.6829,0.2509557,14.0425,-1.190516,116.6756,10.72417,222.5729
-0.190181,190.181,0.2509557,14.04428,-1.190774,115.7742,10.66644,223.0913
-0.1887065,190.181,0.2509557,14.04428,-1.189868,115.7742,10.66644,221.3642
-0.1885129,190.181,0.2509557,14.04428,-1.189749,115.7742,10.66644,221.1372
-0.1885908,190.181,0.2509557,14.04428,-1.189797,115.7742,10.66644,221.2284
-0.188785,190.181,0.2509557,14.04428,-1.189968,115.7742,10.66644,221.4827
-0.1890528,189.0528,0.2509557,14.04428,-1.190227,115.2269,10.61966,221.8455
-0.1877769,187.7769,0.2509557,14.04428,-1.1895,114.5002,10.49724,220.3808
-0.1863503,186.3503,0.2509557,14.04428,-1.188646,113.6463,10.43053,218.7216
-0.1855082,186.3503,0.2509557,14.04428,-1.188134,113.6463,10.43053,217.7381
